State,Data Item,Value,CV (%)
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",16402,24.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",17762,24.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10234,66.5
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",12005,24.3
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",17794,27.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",71374,10.2
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",42664,20.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10333,23.9
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3266,23.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13984,13.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1046,24
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",64247,22
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7127,27.1
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",14007,35.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",55847,30.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",63804,36.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6019,6.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6925,18.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",14136,23.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",14528,20.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",9411,21.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10644,21.8
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",15729,28.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10787,24.6
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5607,24.8
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1883,25.4
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2150,31
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",9246,45.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2266,45.7
OHIO,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3233,48.6
OHIO,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",215331000,51.1
OHIO,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7496,59.4
OHIO,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",30426748000,58.1
OHIO,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",71374,61.7
OHIO,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",28222991000,60.2
OHIO,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",56347,66.7
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",1349182000,42.9
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",473033000,42.9
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",1161189000,31
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",952340000,27
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",1183614000,24.8
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",430465000,60.4
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",995621000,8.3
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",946827000,11.8
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",866011000,47.4
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",10141,9.7
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",6783,17
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",8678,50.1
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",9233,6.2
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",8590,9.9
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",5798,16.2
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",7127,4.3
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",7120,10.6
OHIO,"DEBT, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",7895,30.4
OHIO,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",5543855000,30.5
OHIO,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",37685,46.8
OHIO,"DEBT, REAL ESTATE, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",1118617000,26.7
OHIO,"DEBT, REAL ESTATE, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",7970,16.8
OHIO,"MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",180169102,26.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",118339809,26.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",32845647000,33.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5784124000,27.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",647555000,22.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3951206000,24.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",11490667000,23.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2662809000,7.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5359027000,19.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",18671764000,32
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5675644000,31.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8498240000,28.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",22446661000,8.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1707314000,31.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3931154000,15.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",569890000,10.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4032298000,9.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",29157819000,26.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4668723000,35.6
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3670566000,25.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",10371455000,21
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2387970000,27.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4685222000,24
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",28686543000,51.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",13667054000,197.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",13266141000,72.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",16113204000,110.3
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5020415000,101.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",8024200000,99.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",20546122000,100.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1348640000,101.4
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3215083000,8.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3377722000,14.6
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3687828000,20.6
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1119212000,26.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2558560000,21.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",716072000,9.5
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",52784,22.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1532,19.5
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7339,33
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11490,32.5
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13845,22.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",14575,25
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",4002,21.6
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",43276,9.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7422,16.3
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2086,22.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",8222,34.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11548,24.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13778,8.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7576,26.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6209,23.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",45133,10.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1126,10.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10390,22.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11269,34.3
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13086,27
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3456,21.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",44034,27
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13604,21.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",29900,15.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",37065,19.5
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6234,48
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1834,11.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7300,101.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",9109,145.1
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11251,100.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5332,100.2
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7650,7.9
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2576,9.7
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6211,13.8
OKLAHOMA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2527,10.3
OKLAHOMA,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",160314000,41.4
OKLAHOMA,"ASSETS, (EXCL LAND & BUILDINGS), ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",6033,40.1
OKLAHOMA,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",29341949000,43.5
OKLAHOMA,"ASSETS, ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",45133,53.7
OKLAHOMA,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",11427401000,31.7
OKLAHOMA,"ASSETS, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",29779,33.6
OKLAHOMA,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN $",1786740000,39.7
OKLAHOMA,"DEBT, HOUSEHOLD, NOT ASSOCIATED WITH AG LAND, OWNED, RENTED TO OTHERS - DEBT, MEASURED IN COUNT",13284,39.1
OKLAHOMA,"MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",61686625,22.3
OREGON,"AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",1837217331,26
OREGON,"MACHINERY TOTALS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",287316468,23.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, (FOR HORTICULTURE) - ASSET VALUE, MEASURED IN $",815143127,23.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",13100354000,25.4
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",5658976000,26.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2183800000,27.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4206630000,25.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",11167764000,29
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1053123000,15.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2377958000,32.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1848296000,26.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3779310000,3.5
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1114259000,15.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3687348000,2.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",293183000,46.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",11162688000,10.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",4885974000,7.5
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1788045000,7.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3515379000,10.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",9799778000,28.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1362910000,8.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",9322509000,11.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",9477446000,48
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",2038778000,5.4
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1601113000,11.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3126979000,9.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1022369000,12.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",3108673000,7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",264776000,18.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1937666000,2.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",773002000,11.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",691251000,8.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",1690318000,7.5
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",247183000,11.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",652331000,13.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN $",28407000,3.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",60493,17.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",44794,10.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",3227,4.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11905,5.4
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",57315,10.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2342,16.5
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1502,6.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",13043,12.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",12838,9.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",15737,12.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5312,7.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",12060,22.4
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",52609,5.9
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",39225,27
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",2477,19.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10379,24.2
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",46651,20.9
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5958,39.7
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",46410,45.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",50047,9.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1261,18.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",11144,26.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10345,31.9
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",14411,21.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",4535,18.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",10913,3.6
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7884,53.3
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",5569,8.8
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",1526,6.1
PENNSYLVANIA,"AG LAND, INCL BUILDINGS, RENTED TO OTHERS - ASSET VALUE, MEASURED IN COUNT",7268,6.6
